"page","line","text"
646,1,"Q _ Whodid you -- a moment ago, I think you said that you would have reached"
646,12,"out to some people for help. Who did you reach out to help you put together this"
646,13,"Million MAGA March overview?"
646,14,"a."
646,15,"Q_sI'msorry?"
646,16,"a."
646,17,"Q (HERR. ve been pronouncing that wrong. Okay. Thank you."
646,18,"And what conversations did you have with him in terms of preparing that"
646,19,"overview?"
646,20,"A He had worked -- I knew he had worked at Tea Party Express before and had"
646,21,"runabus tour. And so! had no idea if a bus costs $100 or $10,000. So it was a basic"
646,22,"conversation of, how many people -- how hard is it to contract buses, you know? Like, if"
646,23,"we wanted a 100 buses, could we even find 100 buses, or is it 20? And what do they"
646,24,"cost? And so just kind of basic level conversations like that."
646,25,"Q_ And does he say anything about anybody that he would use for the buses or"
646,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843074"
647,?,"> Pp PF LL"
647,?,"Q"
647,?,"A"
647,?,"Q"
647,?,"And I'm sorry; I didn't mean to take it into the realm of hypothetical."
647,?,"Yes."
647,?,"I'm saying, like, what happened in your discussions around --"
647,?,"Right."
647,?,"-- January 6th? Were these donations and those were the commissions?"
647,?,"Yes."
647,?,"Okay. And did you make a commission off of the $300,000 that was given"
647,?,"to Women for America First?"
647,?,">"
647,?,"pnp Fr P FF IP"
647,?,"No."
647,?,"Okay."
647,?,"And nothing for Tea Party Express either."
647,?,"All right."
647,?,"Or J Free Speech, like those weren't clients."
647,?,"Got it."
647,?,"Ms. BB. Do you have any questions on that?"
647,?,"Q"
647,?,"oY Me"
647,?,"Just to be clear, when it comes to the January 6th rally, Ms. J"
647,?,"brought you in in regards to planning that event?"
647,?,"A"
647,?,"Q"
647,?,"She did."
647,?,"Okay. And it was around December 22nd, that's the day that you were"
647,?,"brought in, per se, to the January 6th rally planning?"
647,?,"A"
647,?,"Q"
647,?,"That was the day that I became aware of it."
647,?,"Okay. And, before that, you said you had worked with Ms. = She"
647,?,"hadn't mentioned January 6th to you before Ms. EJ reached out?"
647,?,"A"
647,?,"Because I don't think Ms. EJ was aware of a January 6th event until"
647,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843083"
648,1,"Q__Sois there a chance that he would have gotten the existence of a Jan. 6th"
648,2,"rally from you in your conversation about the bus project?"
648,3,"A Yeah."
648,4,"Q Okay. And then! think you -- if you turn to exhibit 53, you had talked a"
648,5,"minute ago that you were with Ms. {I believe, on the 26th."
648,6,"A Correct."
648,7,"Q__ Andso this is you, I believe, texting with Mr. ED right?"
648,8,"A Right."
648,9,"Q And so you're at Ms. E's house at this point?"
648,10,"A Oh, yeah, I'm at i house."
648,11,"Q_ Sorry. That wasn't meant to be atrick. I was just confirming that that's"
648,12,"what you meant. Yousay: Guess what the budget is she just gave me for our bus"
648,13,"project. You won't guess. $3 million."
648,14,"A Right."
648,15,"Q You're talking about the Jan. 6th rally on the Ellipse? Are you talking about"
648,16,"the Jan. 6 rally on the Ellipse?"
648,17,"A Well, I want to be careful. At this point, like I thought it was just a bussing"
648,18,"project. So! don't know about the Ellipse or anything by this time. Sol was"
648,19,"referencing what I thought, like, there was some sort of event told me about on"
648,20,"January 6th in Washington, D.C. She wanted to get people there. I I and I had -- I"
648,21,"called him to, like, make up a bus budget. And then this is where I'm at her house, and I"
648,22,"thought, like, I thought the 500,000 was way -- the high end, Right? It started at 30,000."
648,23,"And then she told me that she wanted to do 3 million. So that's why I'm kind of saying"
648,24,"tohim: You won't guess how much she wants to do on this."
648,25,"Q_ Right. And I guess what I am trying to get at is, in the December 22nd"
648,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843091"
649,1,"email, you refer to it as the Million MAGA March --"
649,2,"A Right."
649,3,"Q_ On January 6th."
649,4,"A Right."
649,5,"Q You prepare a Million MAGA March overview that envisions bussing people"
649,6,"into a rally."
649,7,"A Right."
649,8,"Q Okay. You talk with i --"
649,9,"A Right."
649,10,"Q___ --to get a ballpark of the bus cost to bring people into a rally?"
649,?,"cel A Right."
649,12,"Q_ That same day, ( texts IJ and says: Who is doing the Jan. 6th"
649,13,"rally?"
649,14,"A Right."
649,15,"Q Okay. On December 26th, you text him and say: I'm at"
649,16,"Guess what the budget is she just give us for our bus project, the Million MAGA March."
649,17,"$3 million."
649,18,"A Right."
649,19,"Q__ SoallI'm trying to say is, at this point on December 26th, it is $3 million for a"
649,20,"rally on January 6th. You understand that, right?"
649,21,"A The number that she told me in our meeting that she wanted to spend on"
649,22,"the rally was $3 million."
649,23,"Q_ Okay."
649,24,"A On January 26th --"
649,25,"Q- Okay. And --"
649,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843092"
650,1,"Mr. J. December 26th?"
650,2,"The Witness. I'msorry. Yeah."
650,3,"BY MS."
650,4,"Q_ And can you turn back to exhibit 52? ~On December 26th -- and forgive the"
650,5,"time thing. We can't always control it. It looks like your texts with i onthe"
650,6,"26th are around 11:25 a.m."
650,7,"A Okay."
650,8,"Q__ This one appears to be around 1:09 p.m.?"
650,9,"A Okay."
650,10,"Q But J texts MJ and says: Callme. Have big money for the"
650,11,"rally on the 6th."
650,12,"Mr. SR.) Where are you in the document?"
650,13,"Ms. Oh, I'm sorry. This is --"
650,14,"Mr. SJ. On the first page."
650,15,"Ms. i. Yeah. Onthefirst page. And apologies it is tiny; I couldn't make it"
650,16,"any bigger."
650,17,"BY MS. i:"
650,18,"Q__ Did you have any idea that J was in communication with Ms."
650,19,"HE at that time?"
650,20,"A I donot recall. If you had -- if you had asked me, would [i talk to"
650,21,"J about it and I hadn't seen this, I probably would have guessed it would have been"
650,22,"sometime around, like, the 27th or 28th. But this isn't that surprising. [J and"
650,23,". Jare very close. Like, and J very well could have told me: Oh, I talked to"
650,?,"a"
650,25,"I don't have any memory of it."
650,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843093"
651,1,"So I think the number I had thrown out was 25,000, but I don't actually know if [i or"
651,2,"i were ever paid. I never saw any invoices of that amount. And I don't, like,"
651,3,"remember ever following up with anyone."
651,4,"Q__ Sois it fair to say that, if they got paid, it was not by you or through you?"
651,5,"A Correct."
651,6,"Q_ Okay. And, sitting here today, do you in fact know if either of them were"
651,7,"paid for their work?"
651,8,"A I don't know."
651,9,"Q_ Okay."
651,10,"Ms. i. Did you have a question?"
651,11,"BY MR."
651,12,"Q Can you just backtrack just a little bit. Earlier, you were describing how Ms."
651,13,"HEB brought you in to get buses for the event it seems. Is that correct? Is that a"
651,14,"fair characterization, when she brought you in on the 22nd or 23rd?"
651,15,"A She didn't bring mein. Like, we had a phone conversation, and we talked"
651,16,"often during that time."
651,17,"Q_ Okay."
651,18,"A I think the context of that call would have been me talking to her about"
651,19,"giving to Save the U.S. Senate PAC or coming to the Turning Point events or just general"
651,20,"things. And then that's where she brought up a Million MAGA March or a January 6th"
651,21,"event and said: What would it cost to help people get there?"
651,22,"And I so I don't know if she asked me to make amemo. I'm a big memo maker."
651,23,"So I put together a proposed budget of, like: Here would be some options if you wanted"
651,24,"to proceed with that project that we just discussed."
651,25,"Q___I guess I'm trying to understand, when did it go from the memo and the"
651,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843098"
652,1,"project to you -- it seems like you're planning now, what you just described when you"
652,2,"brought in Ms. I. So when did you go from buses to now planning the event?"
652,3,"A At the meeting on the 26th with J."
652,4,"Q_ At the meeting on the 26th."
652,5,"A Right."
652,6,"Q__ And it was you who wanted to bring in his J. _'s that correct?"
652,7,"A Yes."
652,8,"Q Why did you want to bring in Ms i?"
652,9,"A Because the first couple days of becoming involved in this were confusing for"
652,10,"me because these were all, you know, players, organizations that I was not familiar with."
652,11,"And I don't rely do grassroots things. And i had been the coalitions rep on the"
652,12,"campaign, and I knew that, like, she would be more familiar with these people and these"
652,13,"groups. And soIthought that she would be a good person to ask to come help kind of"
652,14,"mediate the different situations that were going on."
652,15,"Q_ Andwhen you say ""different situations,"" what different situations were"
652,16,"going on on December 26th or 27th?"
652,17,"A The immediate -- on the 26th, was finding out like who, what this event was"
652,18,"and who was organizing it. And so, when I left the meeting -- like, during it, I texted a"
652,19,"couple of people saying, do you know -- and I think -- so I don't know what time I left the"
652,20,"meeting, but also doing some research, I found that there were a number websites that"
652,21,"were promoting, like, an event on January 6th and speakers. And it seemed that there"
652,22,"was the Women for America First was one group. And then there was the ""stop the"
652,23,"steal"" coalition and website as another group. And then the third part of this was that"
652,24,"Ms. (had reached out to, who, at some point, then, someone in his"
652,25,"office had called back and recommended that she talk to womar{E, So"
